,customer_city,customer_state,geolocation_city,geolocation_state,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,shipping_limit_date,payment_type,product_category_name,seller_city,seller_state,product_category_name_english,geolocation_lat,geolocation_lng,order_item_id,price,freight_value,payment_sequential,payment_installments,payment_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,delivered_est_difference,delivered_purchase_difference
1627,other,PR,other,PR,delivered,2018-04-20 19:57:54,2018-04-24 19:24:57,2018-04-23 16:19:08,2018-05-02 18:48:53,2018-05-24,other,credit_card,other,other,SP,other,-26.2225492776092,-52.6730018588264,1.0,499.99,21.38,1.0,8.0,521.37,34.0,468.0,1.0,425.0,17.0,11.0,14.0,21.0,11.0
1628,sao paulo,SP,sao paulo,SP,delivered,2017-08-07 16:51:16,2017-08-07 17:10:12,2017-08-09 18:24:26,2017-08-14 11:03:44,2017-08-31,other,credit_card,esporte_lazer,curitiba,PR,sports_leisure,-23.57686721605056,-46.64860179350229,2.0,114.9,14.55,1.0,4.0,258.9,28.0,325.0,1.0,790.0,31.0,28.0,26.0,16.0,6.0
1629,curitiba,PR,curitiba,PR,delivered,2018-02-27 21:22:29,2018-02-28 21:29:00,2018-03-02 22:38:46,2018-03-07 15:48:43,2018-03-20,other,credit_card,other,sao paulo,SP,other,-25.462442860118863,-49.296951729240085,4.0,7.63,15.11,1.0,6.0,136.44,51.0,508.0,1.0,600.0,16.0,25.0,12.0,12.0,7.0
1630,other,RS,other,RS,delivered,2018-03-29 18:54:38,2018-03-30 23:07:55,2018-04-03 04:33:11,2018-04-13 23:55:51,2018-04-26,other,credit_card,other,other,SP,other,-29.9911041117488,-51.06852143022045,2.0,54.99,15.26,1.0,2.0,140.5,33.0,379.0,1.0,389.0,20.0,16.0,16.0,12.0,15.0
1631,other,MG,other,MG,delivered,2017-11-24 23:51:54,2017-11-28 03:21:08,2017-12-08 21:44:59,2017-12-19 17:38:49,2017-12-18,other,boleto,other,sao paulo,SP,other,-16.733774063673145,-43.85985475994277,1.0,38.99,15.1,1.0,1.0,54.09,63.0,249.0,6.0,200.0,19.0,3.0,11.0,-2.0,24.0
1632,other,SP,other,SP,delivered,2018-05-07 14:52:26,2018-05-07 16:52:51,2018-05-08 13:59:00,2018-05-14 22:32:18,2018-05-30,other,credit_card,other,other,other,other,-20.42377352129764,-49.97216652821015,1.0,185.9,19.18,1.0,2.0,205.08,59.0,1522.0,1.0,500.0,19.0,16.0,16.0,15.0,7.0
1633,other,RJ,other,RJ,delivered,2018-03-05 18:58:11,2018-03-07 02:15:56,2018-03-14 16:52:40,2018-03-28 19:42:28,2018-04-11,other,boleto,other,other,SP,other,-22.954505860274,-42.03557937412839,1.0,79.99,66.93,1.0,1.0,881.52,45.0,1094.0,1.0,8200.0,53.0,74.0,18.0,13.0,23.0
1634,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-02-27 20:19:32,2018-02-27 20:30:25,2018-03-08 13:24:50,2018-03-28 17:46:35,2018-04-04,other,credit_card,other,other,SP,other,-22.92285904903997,-43.36090871560314,3.0,89.98,39.56,1.0,10.0,777.24,26.0,926.0,1.0,12325.0,54.0,64.0,18.0,6.0,28.0
1635,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-01-23 00:55:47,2017-01-23 01:21:51,2017-01-24 14:41:52,2017-02-04 08:27:34,2017-02-22,other,credit_card,other,other,SC,other,-22.8730232514571,-43.25985117860233,2.0,173.85,18.06,1.0,10.0,383.82,44.0,916.0,2.0,950.0,53.0,5.0,13.0,17.0,12.0
1636,other,RS,other,RS,delivered,2018-08-26 19:45:32,2018-08-26 20:04:21,2018-08-27 15:57:00,2018-08-30 20:36:52,2018-09-13,other,credit_card,beleza_saude,other,PR,health_beauty,-28.262094672748884,-52.40739750832206,1.0,102.0,18.81,1.0,3.0,120.81,52.0,466.0,1.0,250.0,21.0,8.0,27.0,13.0,4.0
1637,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-09-19 18:47:18,2017-09-19 19:04:27,2017-09-20 19:43:19,2017-10-06 15:57:32,2017-10-05,other,credit_card,other,other,SP,other,-22.89582373022104,-43.35908976296962,2.0,45.0,14.1,1.0,2.0,108.2,32.0,580.0,2.0,100.0,16.0,3.0,11.0,-2.0,16.0
1638,other,other,other,other,delivered,2017-05-04 18:52:50,2017-05-05 06:35:25,2017-05-09 12:17:20,2017-05-25 15:47:31,2017-06-06,other,boleto,other,sao paulo,SP,other,-15.254568207152534,-40.25230842429153,1.0,49.9,20.8,1.0,1.0,70.7,43.0,623.0,5.0,200.0,16.0,7.0,11.0,11.0,20.0
1639,other,MG,other,MG,delivered,2018-03-25 21:54:56,2018-03-25 22:10:27,2018-03-26 20:52:13,2018-04-10 20:11:12,2018-04-13,other,credit_card,other,other,SP,other,-22.223237269001764,-45.72205587993044,1.0,99.9,14.06,1.0,2.0,113.96,48.0,609.0,2.0,1100.0,65.0,9.0,20.0,2.0,15.0
1640,other,SP,other,SP,delivered,2017-04-03 18:59:59,2017-04-03 19:15:11,2017-04-05 17:09:22,2017-04-10 11:12:46,2017-04-25,other,voucher,other,other,SP,other,-22.27501046655892,-48.14150216625307,1.0,79.9,11.95,2.0,1.0,10.51,21.0,608.0,1.0,850.0,31.0,20.0,32.0,14.0,6.0
1641,belo horizonte,MG,belo horizonte,MG,delivered,2017-11-08 14:05:31,2017-11-08 14:15:41,2017-11-08 21:18:46,2017-11-13 22:07:58,2017-11-29,other,credit_card,other,sao paulo,SP,other,-19.93354139327147,-43.95146716348311,1.0,27.99,14.1,1.0,1.0,42.09,59.0,818.0,6.0,300.0,17.0,4.0,12.0,15.0,5.0
1642,other,RS,other,RS,delivered,2017-10-02 22:59:34,2017-10-02 23:14:16,2017-10-04 16:10:21,2017-10-13 19:33:10,2017-10-26,other,credit_card,other,other,RJ,other,-28.263390086307048,-52.44590478114532,1.0,269.99,24.76,1.0,1.0,294.75,49.0,1172.0,3.0,2750.0,26.0,42.0,38.0,12.0,10.0
1643,sao paulo,SP,sao paulo,SP,delivered,2018-05-24 17:25:14,2018-05-25 12:17:16,2018-05-25 14:03:00,2018-06-08 17:26:04,2018-06-19,other,debit_card,other,ibitinga,SP,other,-23.55560168137229,-46.73759748335157,1.0,84.0,7.69,1.0,1.0,91.69,56.0,176.0,1.0,1825.0,53.0,10.0,40.0,10.0,15.0
1644,other,SP,other,SP,delivered,2018-05-15 18:10:29,2018-05-15 18:34:53,2018-05-17 13:14:00,2018-05-18 22:28:36,2018-05-24,other,credit_card,other,sao paulo,SP,other,-23.476354868168947,-46.53439462975359,1.0,69.9,8.88,1.0,3.0,78.78,36.0,54.0,1.0,650.0,16.0,35.0,25.0,5.0,3.0
1645,other,SP,other,SP,delivered,2017-12-02 20:24:00,2017-12-02 20:31:48,2017-12-12 19:26:37,2017-12-20 15:09:37,2017-12-27,other,debit_card,other,sao jose do rio preto,SP,other,-23.21720993083132,-47.52698732114069,1.0,76.96,16.17,1.0,1.0,93.13,55.0,475.0,3.0,1535.0,10.0,15.0,14.0,6.0,17.0
1646,other,other,other,other,delivered,2017-11-17 20:18:22,2017-11-21 03:48:23,2017-11-22 20:51:24,2017-12-07 22:47:08,2017-12-15,other,boleto,other,sao paulo,SP,other,-13.497194999999945,-43.65124999999995,1.0,24.99,16.79,1.0,1.0,41.78,59.0,777.0,6.0,350.0,17.0,4.0,12.0,7.0,20.0
1647,other,RS,other,RS,delivered,2018-02-24 14:33:47,2018-02-24 15:07:54,2018-02-27 09:09:05,2018-03-21 18:21:18,2018-03-27,other,credit_card,cama_mesa_banho,other,SP,bed_bath_table,-29.697024480111097,-53.79871447130471,1.0,199.9,21.89,1.0,8.0,221.79,60.0,264.0,1.0,2450.0,41.0,8.0,36.0,5.0,25.0
1648,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-05-09 08:43:26,2018-05-09 08:55:51,2018-05-09 14:22:00,2018-05-14 20:32:50,2018-06-14,other,credit_card,other,sao paulo,SP,other,-22.98372854342439,-43.21372046863638,1.0,199.99,17.37,1.0,1.0,67.36,54.0,214.0,3.0,350.0,20.0,20.0,20.0,30.0,5.0
1649,sao paulo,SP,sao paulo,SP,delivered,2018-07-27 12:14:31,2018-07-28 02:50:24,2018-07-30 11:01:00,2018-08-08 16:38:45,2018-08-16,other,boleto,other,other,PR,other,-23.6507880180334,-46.60681600014424,1.0,69.9,18.59,1.0,1.0,88.49,49.0,686.0,1.0,450.0,19.0,6.0,30.0,7.0,12.0
1650,other,MG,other,MG,delivered,2018-02-28 19:25:17,2018-02-28 19:36:03,2018-03-01 20:37:07,2018-03-10 18:03:01,2018-03-20,other,credit_card,moveis_decoracao,other,SP,furniture_decor,-20.1404206147344,-44.90745069263279,1.0,60.0,16.18,1.0,3.0,152.36,38.0,569.0,1.0,700.0,30.0,30.0,30.0,9.0,9.0
1651,curitiba,PR,curitiba,PR,delivered,2017-08-10 20:25:17,2017-08-12 03:04:25,2017-08-15 20:48:44,2017-08-21 22:47:57,2017-09-11,other,boleto,other,sao jose do rio preto,SP,other,-25.53047380821169,-49.25914262432923,1.0,59.9,17.67,1.0,1.0,77.57,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,20.0,11.0
1652,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-11-22 14:08:41,2017-11-22 15:07:29,2017-11-23 20:14:42,2017-11-30 22:39:05,2017-12-12,other,credit_card,other,curitiba,PR,other,-22.984738356079493,-43.22455900375092,1.0,165.9,29.68,1.0,2.0,195.58,51.0,606.0,1.0,8975.0,60.0,48.0,17.0,11.0,8.0
1653,other,other,other,other,delivered,2018-05-07 20:43:47,2018-05-09 02:54:17,2018-05-09 14:09:00,2018-05-16 18:56:50,2018-05-29,other,boleto,other,ibitinga,SP,other,-20.8485855,-41.10727725000001,1.0,29.99,18.23,1.0,1.0,48.22,23.0,358.0,1.0,450.0,30.0,7.0,20.0,12.0,8.0
1654,other,SP,other,SP,delivered,2018-05-11 17:50:29,2018-05-11 18:16:40,2018-05-14 09:04:00,2018-05-19 20:42:39,2018-05-29,other,credit_card,cama_mesa_banho,sao paulo,SP,bed_bath_table,-23.805943130916223,-46.08462509566059,1.0,35.9,12.79,1.0,1.0,48.69,49.0,204.0,1.0,264.0,17.0,14.0,16.0,9.0,8.0
1655,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-08-12 16:51:37,2018-08-12 17:04:23,2018-08-14 11:14:00,2018-08-20 20:48:39,2018-09-04,other,voucher,moveis_decoracao,other,SP,furniture_decor,-22.81871732500435,-43.27951563405277,1.0,99.99,16.89,1.0,1.0,116.88,30.0,669.0,4.0,975.0,35.0,25.0,21.0,14.0,8.0
1656,belo horizonte,MG,belo horizonte,MG,delivered,2018-03-22 23:02:39,2018-03-23 22:55:38,2018-03-27 21:38:37,2018-04-11 19:22:42,2018-04-10,other,credit_card,cama_mesa_banho,other,SP,bed_bath_table,-19.93026876104867,-43.95213208107871,1.0,124.9,26.95,1.0,1.0,303.7,51.0,1076.0,3.0,9800.0,65.0,20.0,45.0,-2.0,19.0
1657,other,RJ,other,RJ,delivered,2018-02-18 14:19:55,2018-02-18 14:30:55,2018-02-21 10:12:12,2018-03-02 15:03:16,2018-03-16,other,debit_card,moveis_decoracao,curitiba,PR,furniture_decor,-22.87205805532692,-42.33033304594785,1.0,99.9,23.57,2.0,1.0,123.47,57.0,272.0,1.0,2500.0,40.0,10.0,30.0,13.0,12.0
1658,belo horizonte,MG,belo horizonte,MG,delivered,2018-06-28 09:16:08,2018-06-29 02:53:16,2018-06-29 15:01:00,2018-07-04 23:06:51,2018-07-25,other,boleto,informatica_acessorios,other,other,computers_accessories,-19.92623156924808,-43.93779291672924,3.0,75.0,17.46,1.0,1.0,462.3,33.0,273.0,1.0,517.0,16.0,12.0,15.0,20.0,6.0
1659,sao paulo,SP,other,SP,delivered,2018-03-27 19:36:34,2018-03-27 19:47:18,2018-03-28 23:28:40,2018-04-02 15:26:37,2018-04-18,other,credit_card,other,curitiba,PR,other,-23.503341604218363,-46.507063683045736,1.0,119.9,15.72,1.0,1.0,135.62,,,,200.0,22.0,14.0,14.0,15.0,5.0
1660,other,MG,other,MG,delivered,2018-03-20 17:39:32,2018-03-20 18:28:03,2018-03-24 00:36:38,2018-04-02 13:06:46,2018-04-11,other,credit_card,beleza_saude,sao paulo,SP,health_beauty,-21.38144311022817,-45.5205463692607,1.0,88.0,23.2,1.0,3.0,111.2,63.0,1113.0,2.0,550.0,20.0,20.0,20.0,8.0,12.0
1661,other,SP,other,SP,delivered,2017-11-25 20:42:15,2017-11-28 03:47:47,2017-11-29 20:28:29,2017-12-27 15:38:59,2017-12-18,other,boleto,beleza_saude,other,RJ,health_beauty,-23.96394105718728,-46.34473234970285,1.0,159.9,18.37,1.0,1.0,178.27,37.0,325.0,1.0,792.0,19.0,14.0,16.0,-10.0,31.0
1662,other,SP,other,SP,delivered,2017-07-06 14:52:12,2017-07-06 15:03:49,2017-07-07 17:37:45,2017-07-14 17:58:50,2017-07-26,other,voucher,other,sao paulo,SP,other,-23.506124888424047,-47.49562072883606,1.0,47.88,11.85,2.0,1.0,50.0,36.0,908.0,1.0,425.0,16.0,5.0,14.0,11.0,8.0
1663,other,SP,other,SP,delivered,2018-01-22 14:55:18,2018-01-22 15:13:00,2018-01-24 11:13:02,2018-02-03 00:02:52,2018-02-14,other,credit_card,other,sao paulo,SP,other,-21.709042221914977,-47.478668494143726,2.0,19.9,7.11,1.0,6.0,125.44,60.0,816.0,1.0,150.0,27.0,5.0,20.0,10.0,11.0
1664,sao paulo,SP,sao paulo,SP,delivered,2017-07-15 01:19:15,2017-07-15 01:30:10,2017-07-24 20:07:31,2017-08-03 17:22:17,2017-08-10,other,credit_card,other,other,PR,other,-23.54049109019568,-46.41803566250218,1.0,109.9,14.5,1.0,2.0,124.4,47.0,235.0,2.0,9400.0,75.0,15.0,50.0,6.0,19.0
1665,other,MG,other,MG,delivered,2017-05-31 22:33:11,2017-06-01 21:25:08,2017-06-02 16:21:49,2017-06-07 15:05:14,2017-06-23,other,credit_card,other,sao paulo,SP,other,-20.36747881292373,-43.70059246490091,2.0,17.0,15.1,1.0,6.0,64.2,43.0,299.0,1.0,275.0,18.0,4.0,12.0,15.0,6.0
1666,other,MG,other,MG,delivered,2018-08-17 09:07:53,2018-08-17 09:15:19,2018-08-21 08:58:00,2018-08-27 15:55:51,2018-09-11,other,credit_card,moveis_decoracao,other,SP,furniture_decor,-22.12531569722963,-45.06220949613243,1.0,34.9,19.43,1.0,5.0,54.33,32.0,191.0,1.0,450.0,30.0,5.0,30.0,14.0,10.0
1667,other,MG,other,MG,delivered,2018-04-14 08:49:33,2018-04-17 05:55:47,2018-04-17 18:33:42,2018-04-25 18:37:24,2018-05-09,other,boleto,other,sao paulo,SP,other,-20.14745626192941,-44.89100051319164,1.0,30.49,18.23,1.0,1.0,97.44,40.0,491.0,1.0,450.0,27.0,11.0,15.0,13.0,11.0
1668,other,RS,other,RS,delivered,2018-07-13 09:58:40,2018-07-13 10:10:19,2018-07-19 09:24:00,2018-07-26 16:38:57,2018-08-15,other,credit_card,other,other,PR,other,-30.060654387228144,-51.16290415374704,1.0,325.54,20.38,1.0,7.0,345.92,45.0,584.0,1.0,284.0,23.0,12.0,18.0,19.0,13.0
1669,other,other,other,other,delivered,2017-07-26 19:44:03,2017-07-26 19:55:13,2017-08-01 18:27:49,2017-08-03 19:07:27,2017-08-17,other,credit_card,moveis_decoracao,ibitinga,SP,furniture_decor,-26.733467408104147,-53.522685141949694,2.0,39.9,15.47,1.0,2.0,239.0,56.0,296.0,3.0,900.0,100.0,7.0,12.0,13.0,7.0
1670,other,SP,other,SP,delivered,2018-05-10 23:12:31,2018-05-10 23:37:08,2018-05-11 13:47:00,2018-05-17 17:44:00,2018-06-04,other,credit_card,other,other,SC,other,-20.7435511357262,-48.89687911296093,1.0,179.97,23.84,1.0,4.0,203.81,42.0,1091.0,1.0,1600.0,23.0,13.0,23.0,17.0,6.0
1671,other,other,other,other,delivered,2018-04-30 11:07:12,2018-04-30 11:35:24,2018-04-30 11:08:00,2018-05-07 19:37:49,2018-05-18,other,credit_card,other,other,other,other,-17.786336180413493,-50.90533155208056,1.0,193.5,19.23,1.0,3.0,212.73,39.0,991.0,3.0,200.0,20.0,20.0,20.0,10.0,7.0
1672,other,other,other,other,delivered,2018-01-11 10:38:51,2018-01-11 10:50:26,2018-01-12 21:09:52,2018-01-25 23:56:52,2018-02-14,other,credit_card,other,sao paulo,SP,other,-1.4414068287552588,-48.48823539702237,1.0,169.9,19.73,1.0,3.0,189.63,60.0,501.0,6.0,550.0,22.0,7.0,15.0,19.0,14.0
1673,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-05-19 19:46:33,2018-05-19 19:56:57,2018-05-21 13:06:00,2018-06-06 17:46:56,2018-06-20,other,credit_card,moveis_decoracao,sao paulo,SP,furniture_decor,-22.88445872023772,-43.28597330134412,1.0,69.9,0.0,1.0,1.0,69.9,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,13.0,17.0
1674,other,SP,other,SP,delivered,2017-07-24 16:08:06,2017-07-25 06:43:06,2017-07-26 11:07:54,2017-07-28 14:13:13,2017-08-11,other,boleto,other,other,SP,other,-23.288888611801664,-47.67836865313611,1.0,173.9,16.85,1.0,1.0,190.75,60.0,528.0,2.0,3850.0,47.0,15.0,45.0,13.0,3.0
1675,other,SP,other,SP,delivered,2017-07-29 12:18:53,2017-07-29 12:35:14,2017-08-02 19:46:14,2017-08-07 20:45:46,2017-08-18,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-21.157884,-47.8372275,1.0,21.9,11.85,1.0,2.0,33.75,48.0,117.0,1.0,300.0,40.0,4.0,30.0,10.0,9.0
1676,other,SP,other,SP,delivered,2017-02-23 12:20:44,2017-02-23 12:33:34,2017-02-24 08:29:04,2017-03-06 10:24:55,2017-03-24,other,credit_card,other,other,SC,other,-20.885642150989643,-51.37803815098964,1.0,142.0,21.07,1.0,7.0,163.07,64.0,320.0,1.0,3000.0,85.0,10.0,50.0,17.0,10.0
1677,other,SP,other,SP,delivered,2018-05-28 10:54:51,2018-05-28 11:13:47,2018-05-29 14:36:00,2018-06-01 18:02:39,2018-06-13,other,credit_card,other,other,SP,other,-23.72262994039557,-46.53590955621826,1.0,29.9,7.87,1.0,3.0,37.77,42.0,577.0,2.0,125.0,17.0,12.0,14.0,11.0,4.0
1678,other,SP,other,SP,delivered,2017-08-09 12:40:41,2017-08-10 12:45:17,2017-08-11 18:22:25,2017-08-17 19:52:35,2017-08-31,other,voucher,esporte_lazer,other,PR,sports_leisure,-22.780352682209013,-47.16780881487679,2.0,22.9,12.48,1.0,1.0,70.76,47.0,70.0,1.0,500.0,22.0,15.0,22.0,13.0,8.0
1679,sao paulo,SP,sao paulo,SP,delivered,2018-05-06 21:29:07,2018-05-07 15:13:44,2018-05-08 09:55:00,2018-05-11 18:31:18,2018-05-15,other,credit_card,cama_mesa_banho,sao paulo,SP,bed_bath_table,-23.64976236303304,-46.782368874545575,1.0,77.9,13.45,1.0,1.0,91.35,59.0,575.0,2.0,4150.0,51.0,11.0,51.0,3.0,4.0
1680,other,SP,other,SP,delivered,2017-03-01 16:43:12,2017-03-01 16:55:12,2017-03-03 09:47:53,2017-03-08 13:32:43,2017-03-22,other,credit_card,esporte_lazer,curitiba,PR,sports_leisure,-22.84793782015691,-47.08562026977895,1.0,99.0,13.33,1.0,3.0,232.86,47.0,920.0,1.0,902.0,19.0,21.0,16.0,13.0,6.0
1681,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-04-18 17:42:25,2018-04-18 18:36:38,2018-04-19 21:46:49,2018-04-25 21:32:13,2018-05-25,other,credit_card,other,other,SP,other,-22.8995425520514,-43.34563950470321,1.0,32.5,18.23,1.0,2.0,50.73,59.0,671.0,1.0,100.0,20.0,3.0,20.0,29.0,7.0
1682,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-04-02 15:21:10,2018-04-04 03:29:29,2018-04-18 22:28:34,2018-05-14 23:28:30,2018-05-18,other,boleto,other,other,SP,other,-23.008242122395988,-43.43111269802071,2.0,79.99,24.69,1.0,1.0,314.04,26.0,1177.0,1.0,11880.0,50.0,60.0,27.0,3.0,42.0
1683,other,MG,other,MG,delivered,2018-03-04 14:18:56,2018-03-04 14:30:31,2018-03-05 17:13:01,2018-03-13 13:48:23,2018-03-26,other,credit_card,other,other,SP,other,-18.036603907245365,-41.68444240322015,2.0,98.7,15.44,1.0,10.0,228.28,58.0,874.0,5.0,150.0,23.0,3.0,16.0,12.0,8.0
1684,other,MG,other,MG,delivered,2018-03-22 17:24:17,2018-03-22 17:35:37,2018-03-23 19:33:07,2018-04-10 20:42:19,2018-04-13,other,voucher,cama_mesa_banho,ibitinga,SP,bed_bath_table,-20.41546396357686,-42.907687586849946,1.0,56.99,22.98,2.0,1.0,15.86,58.0,262.0,1.0,1400.0,25.0,10.0,25.0,2.0,19.0
1685,other,other,other,other,delivered,2017-08-07 17:34:04,2017-08-07 17:50:19,2017-08-11 19:11:43,2017-08-24 15:47:46,2017-08-29,other,credit_card,esporte_lazer,belo horizonte,SP,sports_leisure,-21.04200080659414,-40.82796671608433,1.0,99.0,18.26,1.0,5.0,117.26,37.0,968.0,9.0,700.0,30.0,36.0,20.0,4.0,16.0
1686,other,MG,other,MG,delivered,2017-12-03 18:39:00,2017-12-03 18:53:39,2017-12-04 18:13:41,2017-12-19 00:28:24,2018-01-02,other,credit_card,other,other,RJ,other,-16.36233064912668,-46.88487770416427,1.0,339.9,18.14,1.0,4.0,358.04,42.0,850.0,1.0,510.0,20.0,13.0,15.0,13.0,15.0
1687,other,SP,other,SP,delivered,2017-02-20 07:54:16,2017-02-20 08:05:12,2017-02-21 12:32:25,2017-02-24 12:34:54,2017-03-21,other,credit_card,other,other,SP,other,-23.15979,-46.85739975,3.0,59.9,11.79,1.0,3.0,197.97,57.0,2049.0,2.0,600.0,65.0,11.0,11.0,24.0,4.0
1688,other,MG,other,MG,delivered,2018-04-05 23:02:52,2018-04-06 22:55:22,2018-04-07 17:03:54,2018-04-11 18:19:24,2018-04-17,other,credit_card,other,belo horizonte,MG,other,-19.79712764581852,-44.56911463625566,1.0,219.0,29.57,1.0,5.0,248.57,54.0,445.0,3.0,14450.0,42.0,28.0,67.0,5.0,5.0
1689,other,SP,other,SP,delivered,2018-02-07 19:31:22,2018-02-08 19:28:40,2018-02-09 22:14:39,2018-02-25 17:32:48,2018-03-05,other,credit_card,other,other,SP,other,-23.732413439350253,-46.57389312490616,1.0,69.9,13.51,1.0,1.0,83.41,60.0,695.0,6.0,6050.0,56.0,11.0,32.0,7.0,17.0
1690,other,SP,other,SP,delivered,2017-07-06 12:47:32,2017-07-07 13:15:19,2017-07-07 18:12:13,2017-07-13 17:03:58,2017-07-28,other,credit_card,other,other,SC,other,-23.067959257878304,-46.94558978415524,1.0,229.0,26.44,1.0,2.0,255.44,42.0,317.0,1.0,2300.0,23.0,22.0,19.0,14.0,7.0
1691,sao paulo,SP,sao paulo,SP,delivered,2018-04-13 18:40:31,2018-04-13 18:55:14,2018-04-16 18:38:49,2018-04-24 00:21:35,2018-05-02,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-23.657835551762943,-46.6774954993075,1.0,181.99,18.18,1.0,6.0,200.17,57.0,335.0,4.0,1667.0,43.0,14.0,37.0,7.0,10.0
1692,other,SP,other,SP,delivered,2018-04-30 10:28:19,2018-04-30 10:54:52,2018-04-30 13:29:00,2018-05-04 16:12:39,2018-05-18,other,credit_card,other,sao paulo,SP,other,-21.49588941603964,-47.37258336109693,2.0,58.0,12.85,1.0,5.0,141.7,51.0,444.0,1.0,8525.0,27.0,58.0,28.0,13.0,4.0
1693,other,SP,other,SP,delivered,2017-07-13 10:42:37,2017-07-14 09:05:12,2017-07-14 19:25:34,2017-07-21 20:42:56,2017-08-04,2017-07-24 09:05:12,voucher,other,ibitinga,SP,other,-23.491365181516525,-45.15623264446877,1.0,85.99,16.23,5.0,1.0,8.46,,,,2300.0,29.0,13.0,25.0,13.0,8.0
1694,other,PR,other,PR,delivered,2017-08-31 17:48:33,2017-08-31 18:05:20,2017-09-04 15:14:46,2017-09-15 20:05:52,2017-09-22,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-23.424527535580783,-51.94446300203578,1.0,422.0,18.71,1.0,6.0,440.71,57.0,293.0,1.0,6250.0,60.0,10.0,40.0,6.0,15.0
1695,other,other,other,other,delivered,2017-10-18 17:20:25,2017-10-18 21:56:43,2017-10-26 20:33:20,2017-11-09 17:15:41,2017-11-13,other,credit_card,other,sao paulo,SP,other,-12.7796192770533,-38.38351963445209,2.0,97.9,16.13,1.0,10.0,342.09,47.0,816.0,2.0,300.0,16.0,5.0,12.0,3.0,21.0
1696,sao paulo,SP,other,SP,delivered,2018-01-20 12:44:23,2018-01-23 03:37:26,2018-01-23 18:32:01,2018-01-24 16:53:03,2018-02-06,other,boleto,esporte_lazer,sao paulo,SP,sports_leisure,-23.62083944358161,-46.67678663819338,1.0,15.0,13.08,1.0,1.0,56.16,57.0,2214.0,1.0,2150.0,16.0,5.0,16.0,12.0,4.0
1697,other,SP,other,SP,delivered,2017-11-25 14:33:53,2017-11-25 14:55:37,2017-11-29 20:08:38,2017-12-05 21:33:04,2017-12-15,other,credit_card,other,sao jose do rio preto,SP,other,-23.60720059838998,-46.93259412392521,1.0,49.0,13.41,1.0,6.0,62.41,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,9.0,10.0
1698,sao paulo,SP,sao paulo,SP,delivered,2016-10-09 23:25:13,2016-10-10 11:03:08,2016-10-14 11:03:10,2016-10-14 11:03:10,2016-11-30,other,credit_card,moveis_decoracao,ibitinga,SP,furniture_decor,-23.53506473910785,-46.65807402331353,2.0,39.9,9.31,1.0,6.0,109.02,56.0,296.0,3.0,1150.0,100.0,7.0,12.0,46.0,4.0
1699,other,SP,other,SP,delivered,2018-03-22 21:09:18,2018-03-22 21:27:47,2018-03-23 19:58:32,2018-03-29 16:37:54,2018-04-10,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-23.54808506660397,-46.20094074820845,1.0,92.9,16.33,1.0,8.0,218.46,55.0,329.0,1.0,1825.0,44.0,14.0,34.0,11.0,6.0
1700,sao paulo,SP,sao paulo,SP,delivered,2018-07-10 10:13:00,2018-07-10 10:25:15,2018-07-11 14:54:00,2018-07-12 18:49:45,2018-07-18,other,credit_card,other,sao paulo,SP,other,-23.58050923841536,-46.6758817692307,1.0,33.99,7.5,1.0,1.0,41.49,44.0,1593.0,1.0,200.0,16.0,16.0,16.0,5.0,2.0
1701,other,other,other,other,delivered,2018-03-14 10:58:09,2018-03-14 11:15:40,2018-03-15 20:36:49,2018-04-09 19:08:51,2018-04-10,other,credit_card,other,other,SP,other,-21.62099944056928,-55.16639139205493,1.0,59.9,23.0,1.0,2.0,82.9,42.0,762.0,2.0,3890.0,36.0,28.0,36.0,0.0,26.0
1702,other,MG,other,MG,delivered,2018-07-16 22:56:18,2018-07-16 23:10:13,2018-07-23 14:46:00,2018-07-26 12:49:36,2018-07-31,other,credit_card,other,other,SP,other,-16.725559924231046,-43.862859225229386,1.0,29.9,18.31,1.0,1.0,48.21,44.0,572.0,1.0,125.0,17.0,11.0,14.0,4.0,9.0
