,geolocation_lat,geolocation_lng,order_item_id,price,freight_value,payment_sequential,payment_installments,payment_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,label,customer_city,customer_state,geolocation_city,geolocation_state,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,shipping_limit_date,payment_type,product_category_name,seller_city,seller_state,product_category_name_english
2253,-18.73139390642634,-47.49421222815056,1.0,24.99,18.23,1.0,4.0,43.22,57.0,777.0,5.0,350.0,17.0,4.0,12.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2254,-19.310859757354123,-46.04936767597396,2.0,59.9,17.67,1.0,1.0,387.85,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,0,other,MG,other,MG,delivered,other,other,other,other,other,other,boleto,other,sao jose do rio preto,SP,other
2255,-20.766196069583227,-42.86250838322262,2.0,62.9,23.24,1.0,10.0,172.28,59.0,474.0,1.0,3070.0,32.0,11.0,29.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2256,-19.89934494448616,-43.92846775757394,1.0,19.99,7.71,1.0,2.0,55.4,47.0,647.0,2.0,400.0,21.0,16.0,16.0,1,belo horizonte,MG,belo horizonte,MG,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2257,-12.251611445467091,-38.94518367346643,1.0,287.7,24.94,1.0,2.0,312.64,45.0,3752.0,2.0,700.0,29.0,5.0,16.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,beleza_saude,sao paulo,SP,health_beauty
2258,-24.949472491517227,-53.4540552685382,1.0,92.9,23.69,1.0,1.0,251.54,55.0,1143.0,2.0,1200.0,50.0,20.0,40.0,0,other,PR,other,PR,delivered,other,other,other,other,other,other,boleto,other,other,SC,other
2259,-25.416898868168936,-49.261790891482455,1.0,64.9,27.83,1.0,2.0,92.73,44.0,598.0,4.0,4100.0,89.0,4.0,42.0,0,curitiba,PR,curitiba,PR,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2260,-23.22273429225575,-45.896042766028046,1.0,99.99,11.9,1.0,2.0,111.89,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2261,-22.91221683680533,-43.218139148767925,1.0,149.0,16.48,1.0,4.0,165.48,43.0,899.0,2.0,600.0,27.0,7.0,22.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,credit_card,other,curitiba,PR,other
2262,-21.41356779084732,-45.9517049491493,1.0,99.9,27.65,1.0,1.0,127.55,56.0,1392.0,4.0,1050.0,40.0,20.0,30.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,boleto,esporte_lazer,other,PR,sports_leisure
2263,-23.341730478333456,-47.84678732022043,1.0,379.9,45.12,1.0,8.0,425.02,39.0,302.0,1.0,12600.0,50.0,50.0,30.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,RJ,other
2264,-22.33328335218435,-49.06312116126144,1.0,69.9,16.12,1.0,4.0,86.02,28.0,354.0,1.0,2300.0,50.0,11.0,50.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2265,-23.663434203464465,-46.53871970734284,3.0,19.9,7.78,1.0,1.0,138.4,43.0,787.0,1.0,550.0,16.0,23.0,11.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2266,-20.41873720687362,-42.913690534236665,1.0,99.9,14.43,1.0,6.0,228.66,45.0,573.0,1.0,1400.0,48.0,10.0,33.0,0,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2267,-25.58860776242136,-49.33714471772756,1.0,14.9,12.48,1.0,1.0,27.38,44.0,86.0,1.0,125.0,18.0,8.0,12.0,0,curitiba,PR,curitiba,PR,delivered,other,other,other,other,other,other,credit_card,other,other,PR,other
2268,-23.69781318512321,-46.60869207077729,1.0,109.79,35.62,1.0,2.0,145.41,48.0,839.0,4.0,1100.0,26.0,34.0,42.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,PR,other
2269,-22.94335192361616,-43.17553691852391,1.0,36.0,18.28,1.0,1.0,54.28,32.0,478.0,2.0,400.0,25.0,16.0,20.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,boleto,other,curitiba,PR,other
2270,-22.91071466417561,-43.17767117900635,1.0,59.9,16.86,1.0,2.0,76.76,59.0,254.0,1.0,1650.0,40.0,45.0,25.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,other,PR,sports_leisure
2271,-27.594598484044063,-48.52121998655422,1.0,149.91,35.57,1.0,10.0,370.96,42.0,503.0,1.0,1067.0,32.0,13.0,22.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,informatica_acessorios,other,MG,computers_accessories
2272,-1.3341899340208887,-48.404723512186585,1.0,44.89,20.4,1.0,2.0,65.29,57.0,2204.0,1.0,783.0,16.0,21.0,13.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,beleza_saude,other,SP,health_beauty
2273,-21.784548263575687,-41.30071960449957,1.0,142.9,27.73,1.0,6.0,170.63,63.0,1440.0,3.0,6700.0,40.0,20.0,50.0,0,other,RJ,other,RJ,delivered,other,other,other,other,other,other,credit_card,other,other,SC,other
2274,-19.95874256673791,-43.93755654705975,1.0,34.9,18.59,1.0,3.0,53.49,57.0,701.0,2.0,1100.0,50.0,12.0,12.0,0,belo horizonte,MG,belo horizonte,MG,delivered,other,other,other,other,other,other,credit_card,cama_mesa_banho,curitiba,SP,bed_bath_table
2275,-22.98278870767408,-43.24150839947869,6.0,15.18,10.53,1.0,1.0,154.26,22.0,1590.0,1.0,1300.0,19.0,13.0,14.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,boleto,other,other,RJ,other
2276,-24.49634987934515,-47.852267146457656,1.0,309.9,18.0,1.0,3.0,327.9,36.0,574.0,1.0,449.0,19.0,14.0,14.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,RJ,other
2277,-24.15446718426933,-46.82944296941004,3.0,32.99,12.69,1.0,1.0,274.08,41.0,789.0,1.0,950.0,20.0,35.0,20.0,1,other,SP,other,SP,delivered,2017-11-24 10:41:43,2017-11-24 12:18:26,other,2017-12-13 20:57:14,2017-12-15 00:00:00,2017-12-01 12:18:26,debit_card,moveis_decoracao,sao paulo,SP,furniture_decor
2278,-28.68380966735039,-49.37006102509567,1.0,54.9,16.82,1.0,1.0,71.72,40.0,124.0,1.0,450.0,24.0,47.0,34.0,1,other,other,other,other,delivered,other,other,other,other,other,other,boleto,other,other,MG,other
2279,-23.965706294477457,-46.34325064542106,1.0,143.8,15.91,1.0,1.0,159.71,53.0,603.0,1.0,5950.0,65.0,11.0,65.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2280,-23.657450772126424,-46.8632133677668,1.0,89.9,13.18,1.0,8.0,103.08,40.0,545.0,2.0,2100.0,48.0,25.0,25.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2281,-23.766552923968813,-46.70736418870526,2.0,39.0,8.88,1.0,1.0,95.76,44.0,565.0,1.0,1050.0,25.0,25.0,25.0,0,sao paulo,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,moveis_decoracao,santo andre,SP,furniture_decor
2282,-23.567231159299524,-46.64942226351789,1.0,105.0,9.09,1.0,1.0,114.09,26.0,338.0,1.0,650.0,29.0,2.0,22.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2283,-30.05548453621104,-51.16813199999999,1.0,95.9,23.47,1.0,1.0,119.37,46.0,602.0,1.0,2075.0,47.0,26.0,21.0,1,other,RS,other,RS,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2284,-30.102698296597985,-51.24418249599496,1.0,29.9,16.11,1.0,4.0,46.01,39.0,364.0,1.0,567.0,26.0,12.0,26.0,1,other,RS,other,RS,delivered,other,other,other,other,other,other,credit_card,other,other,SC,other
2285,-30.03809457646144,-51.182623614201695,1.0,175.0,16.99,1.0,1.0,383.98,43.0,520.0,1.0,850.0,38.0,11.0,13.0,0,other,RS,other,RS,delivered,other,other,other,other,other,other,boleto,informatica_acessorios,other,PR,computers_accessories
2286,-25.454151,-49.51427815950454,1.0,39.9,16.32,1.0,1.0,56.22,54.0,635.0,1.0,650.0,18.0,12.0,12.0,1,other,PR,other,PR,delivered,other,other,other,other,other,other,boleto,beleza_saude,other,SP,health_beauty
2287,-23.976191787119863,-46.31489196878063,1.0,29.99,7.78,1.0,1.0,37.77,42.0,139.0,4.0,50.0,18.0,18.0,12.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,other,sao paulo,SP,other
2288,-22.95654817188444,-43.3527790863297,1.0,78.0,15.3,1.0,3.0,93.3,58.0,1692.0,4.0,300.0,18.0,10.0,14.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,credit_card,beleza_saude,other,SP,health_beauty
2289,-19.845205595620016,-43.94519461962605,1.0,159.0,20.6,1.0,2.0,179.6,36.0,264.0,2.0,2850.0,28.0,28.0,20.0,1,belo horizonte,MG,belo horizonte,MG,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,other,SP,sports_leisure
2290,-23.626938394396653,-46.63991420774423,1.0,180.5,10.08,1.0,9.0,190.58,38.0,197.0,3.0,1200.0,40.0,15.0,30.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2291,-19.463725394158025,-44.24628372309309,1.0,27.9,15.1,1.0,1.0,43.0,20.0,348.0,1.0,300.0,30.0,6.0,20.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,ibitinga,SP,other
2292,-22.80099269969415,-47.20158596655892,1.0,67.99,17.73,1.0,1.0,85.72,57.0,635.0,1.0,2700.0,20.0,15.0,20.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,cama_mesa_banho,other,MG,bed_bath_table
2293,-22.85488072418012,-48.44147445840763,1.0,54.99,13.97,1.0,1.0,68.96,51.0,650.0,2.0,900.0,16.0,10.0,16.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table
2294,-26.41419748228969,-48.78805921152299,2.0,14.9,15.1,1.0,1.0,60.0,60.0,246.0,1.0,150.0,22.0,12.0,14.0,1,other,other,other,other,delivered,other,other,other,other,other,other,boleto,other,other,PR,other
2295,-29.869449148274374,-50.0812065907614,1.0,154.0,20.05,1.0,2.0,174.05,43.0,116.0,1.0,468.0,23.0,18.0,19.0,1,other,RS,other,RS,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2296,-22.94888253127221,-47.31599831198044,1.0,99.98,11.72,1.0,7.0,111.7,59.0,1100.0,6.0,1550.0,16.0,10.0,16.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,sao paulo,SP,sports_leisure
2297,-25.44355988565409,-49.28558119747246,4.0,75.9,14.28,1.0,1.0,360.72,47.0,1186.0,3.0,400.0,53.0,8.0,11.0,1,curitiba,PR,curitiba,PR,delivered,other,other,other,other,other,other,credit_card,moveis_decoracao,sao paulo,SP,furniture_decor
2298,-16.171929951283264,-40.69759781772804,1.0,64.99,14.52,1.0,6.0,79.51,53.0,346.0,1.0,400.0,25.0,15.0,30.0,0,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2299,-5.885429959364439,-35.24680914905789,1.0,224.0,52.07,1.0,8.0,276.07,59.0,582.0,1.0,263.0,17.0,12.0,13.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2300,-26.996204999999943,-48.63820849999996,1.0,759.99,20.17,1.0,9.0,780.16,52.0,2922.0,8.0,1600.0,42.0,14.0,27.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,other,curitiba,PR,other
2301,-23.6270909553062,-46.63624760866176,1.0,18.9,7.78,1.0,2.0,53.36,39.0,365.0,13.0,50.0,16.0,3.0,11.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2302,-27.23005216025081,-48.64064756052637,1.0,56.99,14.15,3.0,1.0,61.17,45.0,1003.0,2.0,400.0,18.0,11.0,11.0,0,other,other,other,other,delivered,other,other,other,other,other,other,voucher,other,santo andre,SP,other
2303,-23.12528621065843,-47.234554129753576,1.0,119.9,37.78,1.0,1.0,157.68,52.0,220.0,1.0,22200.0,56.0,38.0,48.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,cama_mesa_banho,santo andre,SP,bed_bath_table
2304,-21.672958084113382,-45.91521764823664,1.0,79.99,18.84,1.0,2.0,98.83,56.0,627.0,1.0,2000.0,37.0,30.0,24.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,beleza_saude,other,SP,health_beauty
2305,-24.035682986822145,-46.50522933893061,1.0,49.9,12.69,1.0,1.0,62.59,57.0,268.0,1.0,1500.0,40.0,6.0,32.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,moveis_decoracao,ibitinga,SP,furniture_decor
2306,-23.98272740136749,-46.243972136172886,2.0,74.0,12.02,1.0,1.0,11.17,51.0,291.0,1.0,1500.0,45.0,15.0,35.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table
2307,-22.867538484236213,-43.38188815781846,1.0,159.69,18.37,1.0,10.0,178.06,57.0,595.0,1.0,1600.0,40.0,6.0,30.0,0,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table
2308,-19.93261967277395,-43.97977039301166,1.0,119.5,27.38,1.0,3.0,146.88,34.0,447.0,3.0,650.0,60.0,10.0,50.0,1,belo horizonte,MG,belo horizonte,MG,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,other,SC,sports_leisure
2309,-23.94995458728149,-46.32456076672055,1.0,29.39,7.78,1.0,2.0,37.17,46.0,245.0,1.0,314.0,21.0,12.0,20.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2310,-23.04779798409972,-46.97875711764525,2.0,152.99,15.84,1.0,1.0,342.16,56.0,587.0,2.0,275.0,18.0,11.0,13.0,1,other,SP,other,SP,delivered,other,other,other,other,2018-03-12 00:00:00,other,boleto,beleza_saude,other,MG,health_beauty
2311,-23.57462166694557,-46.64553224562872,2.0,45.9,12.79,1.0,1.0,117.38,26.0,108.0,1.0,128.0,15.0,8.0,13.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,boleto,other,other,SP,other
2312,-29.1335293594775,-56.540051793297934,2.0,102.9,8.73,6.0,1.0,21.11,45.0,702.0,1.0,1300.0,33.0,10.0,49.0,0,other,RS,other,RS,delivered,other,other,other,other,other,other,voucher,other,other,MG,other
2313,-22.42520176984649,-43.13267393103204,2.0,13.5,15.36,1.0,1.0,84.98,54.0,1283.0,3.0,250.0,22.0,2.0,11.0,0,other,RJ,other,RJ,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2314,-21.24679495781636,-45.0031784351953,1.0,24.5,15.1,1.0,1.0,39.6,56.0,237.0,3.0,100.0,16.0,12.0,12.0,0,other,MG,other,MG,delivered,other,other,other,other,2017-12-19 00:00:00,other,credit_card,other,other,SP,other
2315,-23.62130118872989,-46.55783588980903,1.0,28.9,7.94,1.0,1.0,36.84,48.0,835.0,5.0,83.0,19.0,8.0,12.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2316,-27.07453985877273,-52.605366233981314,2.0,98.81,18.57,1.0,2.0,234.39,51.0,378.0,1.0,200.0,17.0,13.0,13.0,1,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,informatica_acessorios,other,PR,computers_accessories
2317,-22.95071511551443,-47.30116053124733,1.0,61.99,25.46,1.0,2.0,87.45,50.0,1257.0,1.0,350.0,19.0,12.0,13.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,beleza_saude,other,other,health_beauty
2318,-22.805786912574288,-47.19444539425243,1.0,89.9,12.13,1.0,1.0,102.03,56.0,176.0,1.0,1825.0,53.0,10.0,40.0,0,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,other,ibitinga,SP,other
2319,-8.03493754115029,-34.90136084106027,1.0,109.99,27.32,1.0,8.0,137.31,56.0,952.0,3.0,1400.0,16.0,16.0,53.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2320,-23.535706767413025,-46.65670644186041,1.0,43.99,9.34,1.0,1.0,53.33,51.0,737.0,2.0,400.0,29.0,18.0,17.0,0,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2321,-23.02445375064996,-43.501842194962286,1.0,129.9,11.77,1.0,2.0,141.67,54.0,728.0,4.0,1150.0,46.0,10.0,15.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,other,RJ,sports_leisure
2322,-22.33506570635925,-47.38481676187309,2.0,59.9,15.63,1.0,1.0,151.06,26.0,1445.0,1.0,1132.0,33.0,39.0,20.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,other,other,PR,other
2323,-20.27920659078832,-50.24412840028891,1.0,34.95,11.85,1.0,1.0,46.8,42.0,670.0,2.0,150.0,36.0,9.0,11.0,0,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,informatica_acessorios,other,SP,computers_accessories
2324,-22.00828162123172,-49.78796035971,2.0,340.0,28.68,1.0,3.0,737.36,29.0,1275.0,2.0,2750.0,60.0,10.0,16.0,0,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2325,-23.48810201670217,-51.79324230021554,1.0,89.0,16.38,1.0,1.0,105.38,34.0,332.0,2.0,850.0,40.0,15.0,37.0,1,other,PR,other,PR,delivered,other,other,other,other,other,other,boleto,other,sao paulo,SP,other
2326,-24.00910728112443,-46.40418703011994,1.0,387.9,13.74,1.0,10.0,401.64,59.0,757.0,5.0,1100.0,20.0,10.0,20.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,sao paulo,SP,sports_leisure
2327,-27.6416280313636,-52.276592476974926,1.0,118.99,27.13,1.0,1.0,146.12,60.0,1018.0,2.0,2250.0,22.0,22.0,22.0,0,other,RS,other,RS,delivered,other,other,other,other,other,other,debit_card,other,other,SP,other
2328,-20.569022457586065,-47.378608896330114,1.0,169.99,19.09,2.0,1.0,15.0,40.0,1456.0,1.0,2425.0,29.0,30.0,19.0,0,other,SP,other,SP,delivered,other,other,other,other,other,other,voucher,other,sao paulo,SP,other
2329,-8.73556472117725,-63.89157416509343,1.0,23.99,22.89,1.0,1.0,46.88,48.0,575.0,1.0,100.0,20.0,15.0,15.0,1,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,beleza_saude,santo andre,SP,health_beauty
2330,-22.56912574754981,-47.168807472843575,1.0,59.99,8.4,1.0,1.0,1.4,53.0,239.0,1.0,200.0,16.0,18.0,16.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2331,-23.625746779906503,-46.55599106203473,1.0,59.9,14.13,1.0,1.0,74.03,41.0,799.0,1.0,7000.0,26.0,47.0,27.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,other,other,SP,other
2332,-22.904733384673136,-43.09947555938033,1.0,219.9,36.6,1.0,5.0,256.5,42.0,87.0,3.0,11850.0,74.0,8.0,74.0,0,niteroi,RJ,other,RJ,delivered,other,other,other,other,other,other,credit_card,moveis_decoracao,other,MG,furniture_decor
2333,-8.036524220904962,-34.89878616271491,1.0,34.0,21.15,1.0,1.0,55.15,60.0,267.0,1.0,400.0,16.0,28.0,11.0,0,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,esporte_lazer,other,RJ,sports_leisure
2334,-22.98434930169082,-43.22223403468183,1.0,19.9,15.23,1.0,1.0,35.13,58.0,675.0,2.0,167.0,16.0,4.0,11.0,0,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2335,-22.660812785106906,-52.85630404661828,1.0,19.9,13.47,1.0,1.0,33.37,52.0,390.0,1.0,150.0,20.0,13.0,18.0,1,other,PR,other,PR,delivered,other,other,other,other,other,other,credit_card,other,other,PR,other
2336,-23.595454215650086,-46.57854783319865,1.0,129.0,34.44,1.0,5.0,163.44,42.0,540.0,4.0,9950.0,31.0,61.0,31.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2337,-22.88087384036059,-43.09441555077699,1.0,64.9,15.66,1.0,1.0,80.56,38.0,500.0,1.0,5150.0,90.0,4.0,42.0,0,niteroi,RJ,niteroi,RJ,delivered,other,other,other,other,other,other,credit_card,other,other,MG,other
2338,-23.962556703849096,-46.32718817998731,1.0,61.9,23.23,1.0,4.0,85.13,42.0,700.0,1.0,1200.0,29.0,15.0,15.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,cama_mesa_banho,other,SC,bed_bath_table
2339,-22.636854,-43.71407775,1.0,119.9,25.68,1.0,2.0,145.58,57.0,1166.0,5.0,1750.0,30.0,30.0,30.0,1,other,RJ,other,RJ,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2340,-12.998767559406907,-38.46440310582226,1.0,199.0,16.83,1.0,8.0,215.83,56.0,864.0,7.0,350.0,16.0,2.0,20.0,1,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2341,-16.733175988891492,-43.8694027013676,1.0,21.99,15.1,1.0,1.0,37.09,53.0,599.0,1.0,200.0,19.0,4.0,11.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2342,-23.412545999999992,-51.93963054792553,1.0,75.0,15.28,1.0,3.0,90.28,35.0,534.0,2.0,200.0,20.0,10.0,20.0,1,other,PR,other,PR,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2343,-23.47379563113856,-46.748252514570936,1.0,133.0,22.01,1.0,1.0,155.01,20.0,1115.0,2.0,4006.0,45.0,24.0,30.0,0,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,curitiba,PR,other
2344,-23.0030955,-43.4836305,1.0,38.99,14.1,1.0,1.0,53.09,60.0,517.0,4.0,200.0,16.0,6.0,14.0,1,rio de janeiro,RJ,rio de janeiro,RJ,delivered,other,other,other,other,other,other,boleto,other,sao paulo,SP,other
2345,-19.641266581308443,-43.90442555246383,1.0,71.4,16.26,1.0,4.0,87.66,40.0,207.0,1.0,700.0,35.0,7.0,27.0,0,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table
2346,-22.329757895377607,-49.0560457790698,1.0,29.9,11.74,1.0,1.0,41.64,30.0,478.0,1.0,1360.0,35.0,29.0,24.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,other,sao paulo,SP,other
2347,-23.562321569796342,-46.66040114599799,1.0,49.59,11.73,1.0,1.0,61.32,,,,2200.0,24.0,28.0,24.0,0,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,boleto,other,sao paulo,SP,other
2348,-23.68503144278593,-46.74472850727474,1.0,17.0,12.79,1.0,2.0,29.79,48.0,737.0,5.0,150.0,17.0,7.0,12.0,0,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,2018-07-16 00:00:00,other,credit_card,other,other,SP,other
2349,-16.686509075450573,-49.238952254889846,2.0,490.0,43.04,1.0,4.0,1066.08,58.0,1377.0,3.0,10250.0,27.0,57.0,36.0,1,other,other,other,other,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2350,-20.27892560423972,-50.24632990205683,1.0,139.9,13.32,1.0,3.0,153.22,52.0,377.0,2.0,500.0,20.0,20.0,20.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2351,-23.630784663338893,-46.507391664175614,1.0,193.9,14.02,1.0,5.0,207.92,52.0,602.0,1.0,281.0,17.0,9.0,13.0,1,other,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2352,-2.549242847809964,-44.31576626307884,1.0,50.0,37.9,1.0,1.0,175.8,45.0,264.0,1.0,6450.0,35.0,30.0,35.0,0,other,other,other,other,delivered,other,other,other,other,other,other,boleto,moveis_decoracao,other,SP,furniture_decor
2353,-22.854794837593147,-46.32127433777692,1.0,58.0,7.67,1.0,1.0,65.67,58.0,438.0,8.0,250.0,16.0,2.0,11.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2354,-23.54304029053752,-46.45144483123653,1.0,59.0,15.85,1.0,1.0,74.85,44.0,603.0,4.0,400.0,30.0,20.0,20.0,0,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,other,other,other
2355,-7.106648521236044,-34.82767242576025,1.0,44.9,34.15,1.0,1.0,79.05,59.0,394.0,3.0,273.0,23.0,14.0,16.0,0,other,other,other,other,delivered,other,other,other,other,other,other,boleto,other,other,SP,other
2356,-23.585189615875123,-46.64517143880201,1.0,86.0,8.9,1.0,3.0,94.9,,,,350.0,25.0,15.0,30.0,1,sao paulo,SP,other,SP,delivered,other,other,other,other,other,other,credit_card,other,other,SP,other
2357,-23.54157917790985,-46.67566811157595,2.0,119.9,23.6,1.0,3.0,287.0,52.0,1664.0,3.0,3500.0,46.0,7.0,46.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,moveis_decoracao,other,MG,furniture_decor
2358,-19.90467811045077,-43.93834384347044,1.0,84.9,17.03,1.0,1.0,101.93,44.0,655.0,1.0,321.0,19.0,14.0,13.0,1,belo horizonte,MG,belo horizonte,MG,delivered,other,other,other,other,other,other,credit_card,informatica_acessorios,other,PR,computers_accessories
2359,-23.63229251457095,-46.63580366472388,3.0,59.0,12.75,1.0,4.0,215.25,63.0,1700.0,1.0,700.0,60.0,11.0,20.0,0,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,moveis_decoracao,other,SP,furniture_decor
2360,-23.72280989011669,-46.69616593424221,1.0,78.0,7.81,1.0,4.0,85.81,59.0,319.0,4.0,250.0,16.0,2.0,20.0,1,sao paulo,SP,sao paulo,SP,delivered,other,other,other,other,other,other,credit_card,other,sao paulo,SP,other
2361,-21.97812053751782,-44.9351975299944,1.0,700.0,126.29,1.0,4.0,826.29,31.0,728.0,2.0,25100.0,64.0,64.0,49.0,1,other,MG,other,MG,delivered,other,other,other,other,other,other,credit_card,other,other,SC,other
2362,-22.75894408385403,-47.15755497957476,1.0,276.89,19.19,1.0,1.0,592.16,49.0,579.0,1.0,800.0,28.0,20.0,42.0,0,other,SP,other,SP,delivered,other,other,other,other,other,other,boleto,informatica_acessorios,other,MG,computers_accessories
